event_datetime,event_params__ga_session_id,event_name,event_params__ad_id,event_params__ad_unit_id,event_params__ad_network,event_params__ad_placement,event_params__ad_reward_type,event_params__ad_instance,event_params__ad_error_code,event_params__character_name,event_params__current_tier,event_params__current_question_index,question_address,ts_weekday,ts_daytime_named,app_info__version,geo__country,device__operating_system,event_server_delay_seconds
2025-12-22 14:06:04+00:00,10468.0,Ad Rewarded,0f0932705a4b,rewarded_1,None,Unknown/Missing,Unknown/Missing,instance_a,,Borin,3.0,3.0,Borin - T: 3 - Q: 3,Pazartesi,Öğle,1.0.7,Türkiye,IOS,
2025-12-21 20:27:57+00:00,10402.0,Ad Rewarded,a1bb078d20ea,None,ironSource,Unknown/Missing,Unknown/Missing,None,,Astra,4.0,3.0,Astra - T: 4 - Q: 3,Pazar,Akşam,1.0.6,United States,IOS,
2025-12-21 20:32:05+00:00,10402.0,Ad Rewarded,b01bd1e0b0e7,rewarded_1,admob,Unknown/Missing,Unknown/Missing,None,,Astra,3.0,8.0,Astra - T: 3 - Q: 8,Pazar,Akşam,1.0.7,United States,IOS,
2025-12-23 01:29:47+00:00,10403.0,Ad Rewarded,6a7b5a296cce,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Dax,2.0,11.0,Dax - T: 2 - Q: 11,Salı,Gece,1.0.5,United States,IOS,
2025-12-23 01:31:13+00:00,10403.0,Ad Rewarded,75f4eea796e7,rewarded_2,None,Unknown/Missing,Unknown/Missing,None,,Astra,2.0,11.0,Astra - T: 2 - Q: 11,Salı,Gece,1.0.6,United States,IOS,
2025-12-22 11:05:21+00:00,10263.0,Ad Rewarded,99b3514cbb4c,None,None,Unknown/Missing,Unknown/Missing,None,,Astra,4.0,1.0,Astra - T: 4 - Q: 1,Pazartesi,Sabah,1.0.6,United States,ANDROID,
2025-12-22 00:45:49+00:00,10502.0,Ad Rewarded,b2d5285183b1,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,None,,Cyra,2.0,7.0,Cyra - T: 2 - Q: 7,Pazartesi,Gece,1.0.6,United States,IOS,
2025-12-22 00:52:07+00:00,10502.0,Ad Rewarded,ac5e1ad821dd,None,None,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,4.0,7.0,Cyra - T: 4 - Q: 7,Pazartesi,Gece,1.0.6,United States,IOS,
2025-12-22 16:12:21+00:00,10503.0,Ad Rewarded,021b0152c3e6,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,2.0,4.0,Cyra - T: 2 - Q: 4,Pazartesi,Öğle,1.0.5,United States,IOS,
2025-12-23 18:13:45+00:00,10505.0,Ad Rewarded,49490500a840,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,4.0,12.0,Cyra - T: 4 - Q: 12,Salı,Akşam,1.0.5,United States,IOS,
2025-12-21 08:40:06+00:00,10188.0,Ad Load Failed,,,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,1,,,,,Pazar,Sabah,1.0.7,Türkiye,ANDROID,1.4775381377830497
2025-12-23 14:58:11+00:00,10200.0,Ad Rewarded,ff87ba34671d,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Astra,2.0,1.0,Astra - T: 2 - Q: 1,Salı,Öğle,1.0.7,United States,IOS,
2025-12-08 09:53:11+00:00,10279.0,Ad Rewarded,2614a790e2c8,None,unity,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,3.0,10.0,Cyra - T: 3 - Q: 10,Pazartesi,Sabah,1.0.5,United States,ANDROID,
2025-12-23 10:06:21+00:00,10010.0,Ad Rewarded,8e046eba6d26,None,unity,Unknown/Missing,Unknown/Missing,instance_b,,Borin,2.0,7.0,Borin - T: 2 - Q: 7,Salı,Sabah,1.0.5,United States,ANDROID,
2025-12-23 10:06:42+00:00,10010.0,Ad Rewarded,ddaeff69caca,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_a,,Astra,1.0,2.0,Astra - T: 1 - Q: 2,Salı,Sabah,1.0.5,United States,ANDROID,
2025-12-13 05:22:35+00:00,10312.0,Ad Rewarded,ab7832bc11f3,rewarded_1,admob,Unknown/Missing,Unknown/Missing,instance_b,,Borin,1.0,11.0,Borin - T: 1 - Q: 11,Cumartesi,Gece,1.0.5,Türkiye,ANDROID,
2025-12-13 05:23:39+00:00,10312.0,Ad Rewarded,44a9e4ffc890,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Borin,2.0,5.0,Borin - T: 2 - Q: 5,Cumartesi,Gece,1.0.7,Türkiye,ANDROID,
2025-12-13 05:26:27+00:00,10312.0,Ad Rewarded,a8184c13b381,None,None,Unknown/Missing,Unknown/Missing,instance_b,,Borin,2.0,10.0,Borin - T: 2 - Q: 10,Cumartesi,Gece,1.0.7,Türkiye,ANDROID,
2025-12-17 11:14:41+00:00,10311.0,Ad Rewarded,edefe43e658d,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Borin,1.0,7.0,Borin - T: 1 - Q: 7,Çarşamba,Sabah,1.0.5,Türkiye,ANDROID,
2025-12-17 11:19:58+00:00,10311.0,Ad Rewarded,b7d24060bbdd,None,None,Unknown/Missing,Unknown/Missing,instance_a,,Borin,1.0,5.0,Borin - T: 1 - Q: 5,Çarşamba,Sabah,1.0.7,Türkiye,ANDROID,
2025-12-20 05:50:00+00:00,10313.0,Ad Rewarded,b650075f5c10,rewarded_1,None,Unknown/Missing,Unknown/Missing,None,,Borin,4.0,12.0,Borin - T: 4 - Q: 12,Cumartesi,Gece,1.0.7,Türkiye,ANDROID,
2025-12-20 05:54:46+00:00,10313.0,Ad Rewarded,21ab40be288a,None,admob,Unknown/Missing,Unknown/Missing,None,,Borin,4.0,7.0,Borin - T: 4 - Q: 7,Cumartesi,Gece,1.0.7,Türkiye,ANDROID,
2025-12-20 05:57:58+00:00,10313.0,Ad Rewarded,f704e7ed2981,None,unity,Unknown/Missing,Unknown/Missing,None,,Borin,4.0,9.0,Borin - T: 4 - Q: 9,Cumartesi,Gece,1.0.7,Türkiye,ANDROID,
2025-12-21 10:41:18+00:00,10078.0,Ad Rewarded,d405df1ddbe3,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,1.0,7.0,Cyra - T: 1 - Q: 7,Pazar,Sabah,1.0.7,Türkiye,ANDROID,
2025-12-15 03:23:44+00:00,10527.0,Ad Rewarded,da572ced888c,None,unity,Unknown/Missing,Unknown/Missing,instance_a,,Dax,4.0,5.0,Dax - T: 4 - Q: 5,Pazartesi,Gece,1.0.5,Türkiye,ANDROID,
2025-12-17 03:09:11+00:00,10528.0,Ad Rewarded,bba2ae7a0253,None,ironSource,Unknown/Missing,Unknown/Missing,None,,Borin,3.0,12.0,Borin - T: 3 - Q: 12,Çarşamba,Gece,1.0.7,Türkiye,ANDROID,
2025-12-17 03:11:58+00:00,10528.0,Ad Rewarded,ee90d3578b1e,rewarded_1,admob,Unknown/Missing,Unknown/Missing,instance_a,,Dax,2.0,5.0,Dax - T: 2 - Q: 5,Çarşamba,Gece,1.0.5,Türkiye,ANDROID,
2025-12-19 18:45:02+00:00,10530.0,Ad Rewarded,5ffd0ce10e77,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Dax,1.0,10.0,Dax - T: 1 - Q: 10,Cuma,Akşam,1.0.6,Türkiye,ANDROID,
2025-12-21 13:18:43+00:00,10529.0,Ad Rewarded,9b58ebc82c02,None,None,Unknown/Missing,Unknown/Missing,instance_a,,Borin,2.0,5.0,Borin - T: 2 - Q: 5,Pazar,Öğle,1.0.5,Türkiye,ANDROID,
2025-12-20 00:28:41+00:00,10255.0,Ad Rewarded,5d82efa3384c,None,unity,Unknown/Missing,Unknown/Missing,instance_b,,Astra,1.0,9.0,Astra - T: 1 - Q: 9,Cumartesi,Gece,1.0.5,United States,IOS,
2025-12-22 07:56:53+00:00,10253.0,Ad Rewarded,033bbb7f6f13,None,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Astra,3.0,6.0,Astra - T: 3 - Q: 6,Pazartesi,Sabah,1.0.5,United States,IOS,
2025-12-22 07:57:42+00:00,10253.0,Ad Rewarded,e526f923ab75,None,ironSource,Unknown/Missing,Unknown/Missing,None,,Astra,3.0,4.0,Astra - T: 3 - Q: 4,Pazartesi,Sabah,1.0.6,United States,IOS,
2025-12-22 07:58:36+00:00,10253.0,Ad Rewarded,b734169a27ad,None,None,Unknown/Missing,Unknown/Missing,instance_b,,Astra,3.0,2.0,Astra - T: 3 - Q: 2,Pazartesi,Sabah,1.0.7,United States,IOS,
2025-12-22 07:59:28+00:00,10253.0,Ad Rewarded,d2c70ea870a5,None,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Astra,2.0,3.0,Astra - T: 2 - Q: 3,Pazartesi,Sabah,1.0.5,United States,IOS,
2025-12-23 14:23:41+00:00,10258.0,Ad Rewarded,c6206e1e8ebb,rewarded_2,None,Unknown/Missing,Unknown/Missing,None,,Astra,3.0,4.0,Astra - T: 3 - Q: 4,Salı,Öğle,1.0.6,United States,IOS,
2025-12-10 05:41:38+00:00,10165.0,Ad Rewarded,e729ad7e2b3a,None,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Borin,3.0,1.0,Borin - T: 3 - Q: 1,Çarşamba,Gece,1.0.7,United States,ANDROID,
2025-12-10 05:41:39+00:00,10165.0,Ad Rewarded,82b1f8691473,rewarded_1,None,Unknown/Missing,Unknown/Missing,instance_b,,Dax,3.0,12.0,Dax - T: 3 - Q: 12,Çarşamba,Gece,1.0.7,United States,ANDROID,
2025-12-17 20:58:13+00:00,10073.0,Ad Rewarded,e26c3480761b,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,None,,Dax,4.0,12.0,Dax - T: 4 - Q: 12,Çarşamba,Akşam,1.0.7,Türkiye,ANDROID,
2025-12-17 21:08:18+00:00,10073.0,Ad Rewarded,ddb7be04be54,None,None,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,2.0,10.0,Cyra - T: 2 - Q: 10,Çarşamba,Akşam,1.0.7,Türkiye,ANDROID,
2025-12-18 16:01:58+00:00,10070.0,Ad Rewarded,253bf5368252,rewarded_1,unity,Unknown/Missing,Unknown/Missing,None,,Dax,1.0,12.0,Dax - T: 1 - Q: 12,Perşembe,Öğle,1.0.7,Türkiye,ANDROID,
2025-12-18 16:02:19+00:00,10070.0,Ad Rewarded,2d51193176de,rewarded_1,unity,Unknown/Missing,Unknown/Missing,None,,Dax,2.0,1.0,Dax - T: 2 - Q: 1,Perşembe,Öğle,1.0.5,Türkiye,ANDROID,
2025-12-18 16:05:09+00:00,10070.0,Ad Rewarded,996b2b0df461,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,1.0,2.0,Cyra - T: 1 - Q: 2,Perşembe,Öğle,1.0.6,Türkiye,ANDROID,
2025-12-21 15:02:55+00:00,10072.0,Ad Rewarded,ed2ddba29a48,None,None,Unknown/Missing,Unknown/Missing,instance_b,,Dax,1.0,9.0,Dax - T: 1 - Q: 9,Pazar,Öğle,1.0.7,Türkiye,ANDROID,
2025-12-21 15:05:49+00:00,10072.0,Ad Rewarded,6fb25823a0cd,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,2.0,7.0,Cyra - T: 2 - Q: 7,Pazar,Öğle,1.0.5,Türkiye,ANDROID,
2025-12-21 15:09:36+00:00,10072.0,Ad Rewarded,0ee7198e7d1b,None,admob,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,3.0,5.0,Cyra - T: 3 - Q: 5,Pazar,Öğle,1.0.7,Türkiye,ANDROID,
2025-12-20 16:46:50+00:00,10025.0,Ad Rewarded,5208f54af8fa,rewarded_2,unity,Unknown/Missing,Unknown/Missing,instance_b,,Borin,3.0,2.0,Borin - T: 3 - Q: 2,Cumartesi,Öğle,1.0.7,United States,IOS,
2025-12-16 14:19:34+00:00,10371.0,Ad Rewarded,b1ee98ecae02,rewarded_2,None,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,2.0,10.0,Cyra - T: 2 - Q: 10,Salı,Öğle,1.0.5,Türkiye,ANDROID,
2025-12-16 14:19:59+00:00,10371.0,Ad Rewarded,a60dd5458d11,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Dax,2.0,7.0,Dax - T: 2 - Q: 7,Salı,Öğle,1.0.5,Türkiye,ANDROID,
2025-12-20 21:09:57+00:00,10373.0,Ad Rewarded,cdc073e9b12f,None,unity,Unknown/Missing,Unknown/Missing,instance_a,,Dax,3.0,9.0,Dax - T: 3 - Q: 9,Cumartesi,Akşam,1.0.6,Türkiye,ANDROID,
2025-12-20 21:10:35+00:00,10373.0,Ad Rewarded,515bb6f824be,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_b,,Dax,3.0,2.0,Dax - T: 3 - Q: 2,Cumartesi,Akşam,1.0.5,Türkiye,ANDROID,
2025-12-20 21:10:37+00:00,10373.0,Ad Rewarded,9e9f9cfc85c9,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,None,,Dax,3.0,4.0,Dax - T: 3 - Q: 4,Cumartesi,Akşam,1.0.6,Türkiye,ANDROID,
2025-12-14 18:15:54+00:00,10213.0,Ad Rewarded,a78ab8b00000,rewarded_2,unity,Unknown/Missing,Unknown/Missing,instance_a,,Borin,4.0,2.0,Borin - T: 4 - Q: 2,Pazar,Akşam,1.0.7,United States,ANDROID,
2025-12-14 18:16:08+00:00,10213.0,Ad Rewarded,7d5d880df677,rewarded_1,None,Unknown/Missing,Unknown/Missing,instance_a,,Dax,1.0,11.0,Dax - T: 1 - Q: 11,Pazar,Akşam,1.0.6,United States,ANDROID,
2025-12-14 18:20:04+00:00,10213.0,Ad Rewarded,3fb09502363d,None,unity,Unknown/Missing,Unknown/Missing,instance_a,,Borin,3.0,9.0,Borin - T: 3 - Q: 9,Pazar,Akşam,1.0.6,United States,ANDROID,
2025-12-14 18:20:29+00:00,10213.0,Ad Rewarded,a3bc319114bc,None,None,Unknown/Missing,Unknown/Missing,instance_b,,Borin,4.0,7.0,Borin - T: 4 - Q: 7,Pazar,Akşam,1.0.5,United States,ANDROID,
2025-12-17 11:24:44+00:00,10301.0,Ad Rewarded,300dcc5e6a34,rewarded_2,admob,Unknown/Missing,Unknown/Missing,None,,Astra,1.0,3.0,Astra - T: 1 - Q: 3,Çarşamba,Sabah,1.0.5,Türkiye,IOS,
2025-12-17 11:25:18+00:00,10301.0,Ad Rewarded,9c04007aba4e,None,None,Unknown/Missing,Unknown/Missing,None,,Astra,2.0,5.0,Astra - T: 2 - Q: 5,Çarşamba,Sabah,1.0.6,Türkiye,IOS,
2025-12-22 00:05:11+00:00,10042.0,Ad Rewarded,161c1f4745b5,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,None,,Borin,4.0,11.0,Borin - T: 4 - Q: 11,Pazartesi,Gece,1.0.6,United States,ANDROID,
2025-12-22 00:12:17+00:00,10042.0,Ad Rewarded,728eef2d84c3,rewarded_2,None,Unknown/Missing,Unknown/Missing,instance_b,,Borin,1.0,8.0,Borin - T: 1 - Q: 8,Pazartesi,Gece,1.0.6,United States,ANDROID,
2025-12-17 01:48:43+00:00,10125.0,Ad Rewarded,671b61b79398,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Borin,2.0,11.0,Borin - T: 2 - Q: 11,Çarşamba,Gece,1.0.7,United States,ANDROID,
2025-12-22 22:28:10+00:00,10126.0,Ad Rewarded,5fd5fbcdec4a,None,None,Unknown/Missing,Unknown/Missing,instance_b,,Borin,4.0,5.0,Borin - T: 4 - Q: 5,Pazartesi,Akşam,1.0.5,United States,ANDROID,
2025-12-22 22:28:58+00:00,10126.0,Ad Rewarded,7c38723cc318,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_b,,Borin,4.0,8.0,Borin - T: 4 - Q: 8,Pazartesi,Akşam,1.0.5,United States,ANDROID,
2025-12-20 03:56:31+00:00,10543.0,Ad Rewarded,3b4e357268c0,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Dax,3.0,11.0,Dax - T: 3 - Q: 11,Cumartesi,Gece,1.0.7,Türkiye,ANDROID,
2025-12-20 04:00:49+00:00,10543.0,Ad Rewarded,c6a8b602c0a0,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Cyra,3.0,5.0,Cyra - T: 3 - Q: 5,Cumartesi,Gece,1.0.5,Türkiye,ANDROID,
2025-12-20 11:41:04+00:00,10544.0,Ad Rewarded,b0520f1fd1c4,None,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,3.0,4.0,Cyra - T: 3 - Q: 4,Cumartesi,Sabah,1.0.7,Türkiye,ANDROID,
2025-12-20 11:44:26+00:00,10544.0,Ad Rewarded,1c799cca43c1,rewarded_2,admob,Unknown/Missing,Unknown/Missing,None,,Astra,4.0,12.0,Astra - T: 4 - Q: 12,Cumartesi,Sabah,1.0.6,Türkiye,ANDROID,
2025-12-22 12:52:12+00:00,10545.0,Ad Rewarded,748cda87de30,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Astra,2.0,1.0,Astra - T: 2 - Q: 1,Pazartesi,Öğle,1.0.7,Türkiye,ANDROID,
2025-12-23 15:31:58+00:00,10546.0,Ad Rewarded,5add9386ab95,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Cyra,2.0,3.0,Cyra - T: 2 - Q: 3,Salı,Öğle,1.0.5,Türkiye,ANDROID,
2025-12-23 02:53:41+00:00,10453.0,Ad Rewarded,baf4a97ce32c,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Borin,4.0,3.0,Borin - T: 4 - Q: 3,Salı,Gece,1.0.7,United States,IOS,
2025-12-23 20:41:57+00:00,10454.0,Ad Rewarded,78676ba1dc05,None,None,Unknown/Missing,Unknown/Missing,instance_b,,Borin,4.0,10.0,Borin - T: 4 - Q: 10,Salı,Akşam,1.0.7,United States,IOS,
2025-12-23 20:42:51+00:00,10454.0,Ad Rewarded,18d8dbce39b0,None,unity,Unknown/Missing,Unknown/Missing,instance_a,,Dax,2.0,4.0,Dax - T: 2 - Q: 4,Salı,Akşam,1.0.5,United States,IOS,
2025-12-07 05:36:19+00:00,10476.0,Ad Rewarded,9495acc006c3,rewarded_2,admob,Unknown/Missing,Unknown/Missing,instance_b,,Borin,1.0,8.0,Borin - T: 1 - Q: 8,Pazar,Gece,1.0.7,United States,IOS,
2025-12-07 05:39:08+00:00,10476.0,Ad Rewarded,0b5e880eaf76,None,None,Unknown/Missing,Unknown/Missing,None,,Borin,4.0,3.0,Borin - T: 4 - Q: 3,Pazar,Gece,1.0.7,United States,IOS,
2025-12-10 02:26:45+00:00,10477.0,Ad Rewarded,108e220178f8,rewarded_2,None,Unknown/Missing,Unknown/Missing,instance_a,,Borin,1.0,6.0,Borin - T: 1 - Q: 6,Çarşamba,Gece,1.0.5,United States,IOS,
2025-12-10 02:39:23+00:00,10477.0,Ad Rewarded,20e0a1e9a2d8,rewarded_1,None,Unknown/Missing,Unknown/Missing,None,,Borin,1.0,12.0,Borin - T: 1 - Q: 12,Çarşamba,Gece,1.0.5,United States,IOS,
2025-12-20 14:55:15+00:00,10049.0,Ad Rewarded,8d0d2d552833,rewarded_2,unity,Unknown/Missing,Unknown/Missing,instance_a,,Borin,2.0,8.0,Borin - T: 2 - Q: 8,Cumartesi,Öğle,1.0.7,United States,ANDROID,
2025-12-20 14:56:43+00:00,10049.0,Ad Rewarded,952e050f8d6d,None,None,Unknown/Missing,Unknown/Missing,instance_a,,Borin,2.0,11.0,Borin - T: 2 - Q: 11,Cumartesi,Öğle,1.0.5,United States,ANDROID,
2025-12-20 15:01:06+00:00,10049.0,Ad Rewarded,8da006331f4a,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Dax,3.0,3.0,Dax - T: 3 - Q: 3,Cumartesi,Öğle,1.0.5,United States,ANDROID,
2025-12-16 10:38:43+00:00,10007.0,Ad Rewarded,3034e83b7dce,rewarded_2,None,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,4.0,6.0,Cyra - T: 4 - Q: 6,Salı,Sabah,1.0.6,United States,ANDROID,
2025-12-21 00:11:41+00:00,10466.0,Ad Rewarded,cd7a2c0d7043,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,None,,Borin,4.0,4.0,Borin - T: 4 - Q: 4,Pazar,Gece,1.0.7,Türkiye,IOS,
2025-12-23 08:19:26+00:00,10467.0,Ad Rewarded,b6096d551203,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Borin,3.0,7.0,Borin - T: 3 - Q: 7,Salı,Sabah,1.0.5,Türkiye,IOS,
2025-12-23 08:23:22+00:00,10467.0,Ad Rewarded,f16b803175db,None,None,Unknown/Missing,Unknown/Missing,instance_a,,Borin,1.0,8.0,Borin - T: 1 - Q: 8,Salı,Sabah,1.0.7,Türkiye,IOS,
2025-12-23 08:27:15+00:00,10467.0,Ad Rewarded,6b72e8a56289,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_a,,Dax,3.0,9.0,Dax - T: 3 - Q: 9,Salı,Sabah,1.0.6,Türkiye,IOS,
2025-12-22 02:12:27+00:00,10005.0,Ad Rewarded,225bed5e4161,None,None,Unknown/Missing,Unknown/Missing,None,,Astra,4.0,4.0,Astra - T: 4 - Q: 4,Pazartesi,Gece,1.0.5,United States,ANDROID,
2025-12-22 01:48:29+00:00,10081.0,Ad Rewarded,1e605dfaf42d,rewarded_1,admob,Unknown/Missing,Unknown/Missing,instance_b,,Dax,4.0,10.0,Dax - T: 4 - Q: 10,Pazartesi,Gece,1.0.7,United States,ANDROID,
2025-12-22 01:48:35+00:00,10081.0,Ad Rewarded,044d3ca72f8a,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_b,,Dax,3.0,11.0,Dax - T: 3 - Q: 11,Pazartesi,Gece,1.0.6,United States,ANDROID,
2025-12-22 01:48:40+00:00,10081.0,Ad Rewarded,cf0ac89bce1d,None,None,Unknown/Missing,Unknown/Missing,None,,Dax,4.0,12.0,Dax - T: 4 - Q: 12,Pazartesi,Gece,1.0.5,United States,ANDROID,
2025-12-22 16:10:35+00:00,10082.0,Ad Rewarded,24981885c2c8,rewarded_1,unity,Unknown/Missing,Unknown/Missing,None,,Cyra,4.0,3.0,Cyra - T: 4 - Q: 3,Pazartesi,Öğle,1.0.7,United States,ANDROID,
2025-12-13 18:22:46+00:00,10521.0,Ad Rewarded,792b191359d3,rewarded_1,None,Unknown/Missing,Unknown/Missing,instance_a,,Borin,4.0,6.0,Borin - T: 4 - Q: 6,Cumartesi,Akşam,1.0.7,United States,IOS,
2025-12-23 00:28:40+00:00,10038.0,Ad Rewarded,4a468010c422,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_a,,Dax,2.0,5.0,Dax - T: 2 - Q: 5,Salı,Gece,1.0.6,Türkiye,ANDROID,
2025-12-23 00:30:15+00:00,10038.0,Ad Rewarded,bfd22a3b9fed,None,None,Unknown/Missing,Unknown/Missing,None,,Dax,2.0,6.0,Dax - T: 2 - Q: 6,Salı,Gece,1.0.5,Türkiye,ANDROID,
2025-12-21 12:15:00+00:00,10268.0,Ad Rewarded,48e516816f4e,rewarded_2,None,Unknown/Missing,Unknown/Missing,instance_b,,Dax,2.0,9.0,Dax - T: 2 - Q: 9,Pazar,Öğle,1.0.6,United States,IOS,
2025-12-20 08:49:26+00:00,10387.0,Ad Rewarded,132bcf6823a4,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,None,,Borin,4.0,3.0,Borin - T: 4 - Q: 3,Cumartesi,Sabah,1.0.6,Türkiye,ANDROID,
2025-12-20 08:54:27+00:00,10387.0,Ad Rewarded,bad8ff223559,None,admob,Unknown/Missing,Unknown/Missing,None,,Borin,4.0,2.0,Borin - T: 4 - Q: 2,Cumartesi,Sabah,1.0.7,Türkiye,ANDROID,
2025-12-10 15:17:35+00:00,10583.0,Ad Rewarded,45333111e31d,None,ironSource,Unknown/Missing,Unknown/Missing,None,,Cyra,1.0,1.0,Cyra - T: 1 - Q: 1,Çarşamba,Öğle,1.0.5,Türkiye,IOS,
2025-12-10 15:19:37+00:00,10583.0,Ad Rewarded,aeddfb1f3f1b,None,unity,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,3.0,11.0,Cyra - T: 3 - Q: 11,Çarşamba,Öğle,1.0.5,Türkiye,IOS,
2025-12-10 15:25:17+00:00,10583.0,Ad Rewarded,533b63ecc278,None,None,Unknown/Missing,Unknown/Missing,None,,Dax,3.0,9.0,Dax - T: 3 - Q: 9,Çarşamba,Öğle,1.0.6,Türkiye,IOS,
2025-12-13 04:29:45+00:00,10534.0,Ad Rewarded,c17acdd625b2,None,admob,Unknown/Missing,Unknown/Missing,instance_b,,Dax,1.0,6.0,Dax - T: 1 - Q: 6,Cumartesi,Gece,1.0.6,Türkiye,IOS,
2025-12-14 22:39:52+00:00,10533.0,Ad Rewarded,f36cb4ec7a8d,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Dax,2.0,8.0,Dax - T: 2 - Q: 8,Pazar,Akşam,1.0.5,Türkiye,IOS,
2025-12-17 17:13:23+00:00,10185.0,Ad Rewarded,1f0bbbb904ac,rewarded_2,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Astra,1.0,10.0,Astra - T: 1 - Q: 10,Çarşamba,Öğle,1.0.5,Türkiye,IOS,
2025-12-17 17:13:51+00:00,10185.0,Ad Rewarded,f02f76555337,None,None,Unknown/Missing,Unknown/Missing,instance_a,,Cyra,2.0,6.0,Cyra - T: 2 - Q: 6,Çarşamba,Öğle,1.0.7,Türkiye,IOS,
2025-12-23 14:21:42+00:00,10186.0,Ad Rewarded,2908745e8f65,rewarded_1,unity,Unknown/Missing,Unknown/Missing,instance_a,,Astra,2.0,4.0,Astra - T: 2 - Q: 4,Salı,Öğle,1.0.6,Türkiye,IOS,
2025-12-13 16:38:39+00:00,10455.0,Ad Rewarded,e4bdf4870c60,rewarded_2,unity,Unknown/Missing,Unknown/Missing,None,,Astra,1.0,5.0,Astra - T: 1 - Q: 5,Cumartesi,Öğle,1.0.6,United States,IOS,
2025-12-13 16:39:47+00:00,10455.0,Ad Rewarded,6e894202c071,None,ironSource,Unknown/Missing,Unknown/Missing,None,,Astra,3.0,7.0,Astra - T: 3 - Q: 7,Cumartesi,Öğle,1.0.5,United States,IOS,
2025-12-19 01:39:55+00:00,10346.0,Ad Rewarded,ae9e242b68e2,None,ironSource,Unknown/Missing,Unknown/Missing,None,,Dax,1.0,11.0,Dax - T: 1 - Q: 11,Cuma,Gece,1.0.5,Türkiye,ANDROID,
2025-12-18 07:31:24+00:00,10197.0,Ad Rewarded,79e4f5cb5d2b,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,None,,Borin,4.0,1.0,Borin - T: 4 - Q: 1,Perşembe,Sabah,1.0.7,Türkiye,ANDROID,
2025-12-18 08:25:40+00:00,10199.0,Ad Rewarded,504624f8e737,rewarded_2,None,Unknown/Missing,Unknown/Missing,None,,Cyra,4.0,1.0,Cyra - T: 4 - Q: 1,Perşembe,Sabah,1.0.7,Türkiye,ANDROID,
2025-12-18 08:27:02+00:00,10199.0,Ad Rewarded,c5a5595cbc5d,rewarded_1,ironSource,Unknown/Missing,Unknown/Missing,instance_b,,Cyra,2.0,9.0,Cyra - T: 2 - Q: 9,Perşembe,Sabah,1.0.7,Türkiye,ANDROID,
